Croptype,Province,Quarter,Area,Year,Production,Yield
Corn,Iloilo,Quarter 4,900.0,2007,2410.0,2.6777777777777776
Irrigated Palay,Aklan,Quarter 1,6786.0,2008,24497.0,3.6099322133804894
Irrigated Palay,Antique,Quarter 1,14390.0,2008,50797.0,3.53002084781098
Irrigated Palay,Capiz,Quarter 1,6691.0,2008,23032.0,3.4422358391869676
Irrigated Palay,Guimaras,Quarter 1,975.0,2008,3487.0,3.5764102564102562
Irrigated Palay,Iloilo,Quarter 1,48922.0,2008,185904.0,3.80000817628061
Rainfed Palay,Aklan,Quarter 1,6676.0,2008,14086.0,2.109946075494308
Rainfed Palay,Antique,Quarter 1,5800.0,2008,13398.0,2.31
Rainfed Palay,Capiz,Quarter 1,24039.0,2008,54118.0,2.2512583718124715
Rainfed Palay,Guimaras,Quarter 1,3210.0,2008,7062.0,2.2
Rainfed Palay,Iloilo,Quarter 1,36151.0,2008,110258.0,3.0499294625321567
Palay,Aklan,Quarter 1,13462.0,2008,38583.0,2.8660674491160303
Palay,Antique,Quarter 1,20190.0,2008,64195.0,3.179544328875681
Palay,Capiz,Quarter 1,30730.0,2008,77150.0,2.510575984380085
Palay,Guimaras,Quarter 1,4185.0,2008,10549.0,2.520669056152927
Palay,Iloilo,Quarter 1,85073.0,2008,296162.0,3.481269027776145
White Corn,Aklan,Quarter 1,24.0,2008,19.0,0.7916666666666666
White Corn,Antique,Quarter 1,114.0,2008,156.0,1.368421052631579
White Corn,Capiz,Quarter 1,150.0,2008,110.0,0.7333333333333333
White Corn,Guimaras,Quarter 1,70.0,2008,80.0,1.1428571428571428
White Corn,Iloilo,Quarter 1,3000.0,2008,8100.0,2.7
Yellow Corn,Aklan,Quarter 1,6.0,2008,6.0,1.0
Yellow Corn,Antique,Quarter 1,348.0,2008,1375.0,3.9511494252873565
Yellow Corn,Capiz,Quarter 1,11405.0,2008,23020.0,2.018412976764577
Yellow Corn,Guimaras,Quarter 1,145.0,2008,236.0,1.6275862068965516
Yellow Corn,Iloilo,Quarter 1,21000.0,2008,94500.0,4.5
Corn,Aklan,Quarter 1,30.0,2008,25.0,0.8333333333333334
Corn,Antique,Quarter 1,462.0,2008,1531.0,3.313852813852814
Corn,Capiz,Quarter 1,11555.0,2008,23130.0,2.001730852444829
Corn,Guimaras,Quarter 1,215.0,2008,316.0,1.4697674418604652
Corn,Iloilo,Quarter 1,24000.0,2008,102600.0,4.275
Irrigated Palay,Aklan,Quarter 2,1026.0,2008,3502.0,3.413255360623782
Irrigated Palay,Antique,Quarter 2,6355.0,2008,22687.0,3.569944925255704
Irrigated Palay,Capiz,Quarter 2,7438.0,2008,27870.0,3.746974993277763
Irrigated Palay,Guimaras,Quarter 2,247.0,2008,865.0,3.5020242914979756
Irrigated Palay,Iloilo,Quarter 2,14100.0,2008,49450.0,3.50709219858156
Rainfed Palay,Aklan,Quarter 2,1525.0,2008,3746.0,2.456393442622951
Rainfed Palay,Antique,Quarter 2,540.0,2008,1251.0,2.316666666666667
Rainfed Palay,Capiz,Quarter 2,6596.0,2008,16194.0,2.4551243177683446
Rainfed Palay,Guimaras,Quarter 2,80.0,2008,213.0,2.6625
Rainfed Palay,Iloilo,Quarter 2,400.0,2008,1096.0,2.74
Palay,Aklan,Quarter 2,2551.0,2008,7248.0,2.8412387299098394
Palay,Antique,Quarter 2,6895.0,2008,23938.0,3.471791153009427
Palay,Capiz,Quarter 2,14034.0,2008,44064.0,3.1398033347584438
Palay,Guimaras,Quarter 2,327.0,2008,1078.0,3.2966360856269112
Palay,Iloilo,Quarter 2,14500.0,2008,50546.0,3.4859310344827588
White Corn,Aklan,Quarter 2,34.0,2008,30.0,0.8823529411764706
White Corn,Antique,Quarter 2,345.0,2008,442.0,1.281159420289855
White Corn,Capiz,Quarter 2,85.0,2008,73.0,0.8588235294117647
White Corn,Guimaras,Quarter 2,10.0,2008,13.0,1.3
White Corn,Iloilo,Quarter 2,2990.0,2008,8247.0,2.7581939799331106
Yellow Corn,Aklan,Quarter 2,175.0,2008,210.0,1.2
Yellow Corn,Antique,Quarter 2,1801.0,2008,5835.0,3.239866740699611
Yellow Corn,Capiz,Quarter 2,3250.0,2008,9442.0,2.9052307692307693
Yellow Corn,Guimaras,Quarter 2,17.0,2008,25.0,1.4705882352941178
Yellow Corn,Iloilo,Quarter 2,3800.0,2008,14900.0,3.9210526315789473
Corn,Aklan,Quarter 2,209.0,2008,240.0,1.1483253588516746
Corn,Antique,Quarter 2,2146.0,2008,6277.0,2.9249767008387697
Corn,Capiz,Quarter 2,3335.0,2008,9515.0,2.8530734632683656
Corn,Guimaras,Quarter 2,27.0,2008,38.0,1.4074074074074074
Corn,Iloilo,Quarter 2,6790.0,2008,23147.0,3.408983799705449
Irrigated Palay,Aklan,Quarter 3,7620.0,2008,28969.0,3.801706036745407
Irrigated Palay,Antique,Quarter 3,12672.0,2008,46949.0,3.704940025252525
Irrigated Palay,Capiz,Quarter 3,6720.0,2008,25640.0,3.8154761904761907
Irrigated Palay,Guimaras,Quarter 3,1375.0,2008,4665.0,3.3927272727272726
Irrigated Palay,Iloilo,Quarter 3,49000.0,2008,168953.0,3.4480204081632655
Rainfed Palay,Aklan,Quarter 3,7568.0,2008,21958.0,2.901427061310782
Rainfed Palay,Antique,Quarter 3,12062.0,2008,32809.0,2.720029845796717
Rainfed Palay,Capiz,Quarter 3,28570.0,2008,82550.0,2.889394469723486
Rainfed Palay,Guimaras,Quarter 3,5964.0,2008,14527.0,2.4357813547954392
Rainfed Palay,Iloilo,Quarter 3,57700.0,2008,159425.0,2.762998266897747
Palay,Aklan,Quarter 3,15188.0,2008,50927.0,3.353107716618383
Palay,Antique,Quarter 3,24734.0,2008,79758.0,3.2246300638796797
Palay,Capiz,Quarter 3,35290.0,2008,108190.0,3.0657410031170302
Palay,Guimaras,Quarter 3,7339.0,2008,19192.0,2.615070173048099
Palay,Iloilo,Quarter 3,106700.0,2008,328378.0,3.077582005623243
White Corn,Aklan,Quarter 3,22.0,2008,15.0,0.6818181818181818
White Corn,Antique,Quarter 3,102.0,2008,95.0,0.9313725490196079
White Corn,Capiz,Quarter 3,100.0,2008,90.0,0.9
White Corn,Guimaras,Quarter 3,410.0,2008,307.0,0.748780487804878
White Corn,Iloilo,Quarter 3,5500.0,2008,10755.0,1.9554545454545456
Yellow Corn,Aklan,Quarter 3,52.0,2008,48.0,0.9230769230769231
Yellow Corn,Antique,Quarter 3,321.0,2008,870.0,2.710280373831776
Yellow Corn,Capiz,Quarter 3,6840.0,2008,20550.0,3.004385964912281
Yellow Corn,Guimaras,Quarter 3,215.0,2008,216.0,1.0046511627906978
Yellow Corn,Iloilo,Quarter 3,14000.0,2008,49032.0,3.5022857142857142
Corn,Aklan,Quarter 3,74.0,2008,63.0,0.8513513513513513
Corn,Antique,Quarter 3,423.0,2008,965.0,2.2813238770685578
Corn,Capiz,Quarter 3,6940.0,2008,20640.0,2.974063400576369
Corn,Guimaras,Quarter 3,625.0,2008,523.0,0.8368
Corn,Iloilo,Quarter 3,19500.0,2008,59787.0,3.066
Irrigated Palay,Aklan,Quarter 4,4222.0,2008,17173.0,4.067503552818569
Irrigated Palay,Antique,Quarter 4,12283.0,2008,42991.0,3.500040706667752
Irrigated Palay,Capiz,Quarter 4,11891.0,2008,44400.0,3.733916407366916
Irrigated Palay,Guimaras,Quarter 4,1315.0,2008,4600.0,3.4980988593155895
Irrigated Palay,Iloilo,Quarter 4,39600.0,2008,143300.0,3.6186868686868685
Rainfed Palay,Aklan,Quarter 4,5028.0,2008,15387.0,3.0602625298329356
Rainfed Palay,Antique,Quarter 4,12397.0,2008,33472.0,2.700008066467694
Rainfed Palay,Capiz,Quarter 4,15838.0,2008,44330.0,2.798964515721682
Rainfed Palay,Guimaras,Quarter 4,7072.0,2008,15560.0,2.2002262443438916
Rainfed Palay,Iloilo,Quarter 4,39750.0,2008,123900.0,3.116981132075472
Palay,Aklan,Quarter 4,9250.0,2008,32560.0,3.52
Palay,Antique,Quarter 4,24680.0,2008,76463.0,3.0981766612641817
Palay,Capiz,Quarter 4,27729.0,2008,88730.0,3.199899022683833
Palay,Guimaras,Quarter 4,8387.0,2008,20160.0,2.403720042923572
Palay,Iloilo,Quarter 4,79350.0,2008,267200.0,3.3673597983616887
White Corn,Aklan,Quarter 4,22.0,2008,18.0,0.8181818181818182
White Corn,Antique,Quarter 4,12.0,2008,11.0,0.9166666666666666
White Corn,Capiz,Quarter 4,10.0,2008,8.0,0.8
White Corn,Guimaras,Quarter 4,80.0,2008,66.0,0.825
White Corn,Iloilo,Quarter 4,3440.0,2008,6800.0,1.9767441860465116
Yellow Corn,Aklan,Quarter 4,133.0,2008,136.0,1.0225563909774436
Yellow Corn,Antique,Quarter 4,63.0,2008,158.0,2.507936507936508
Yellow Corn,Capiz,Quarter 4,2017.0,2008,5400.0,2.677243430837878
Yellow Corn,Guimaras,Quarter 4,150.0,2008,165.0,1.1
Yellow Corn,Iloilo,Quarter 4,2000.0,2008,6200.0,3.1
Corn,Aklan,Quarter 4,155.0,2008,154.0,0.9935483870967742
Corn,Antique,Quarter 4,75.0,2008,169.0,2.2533333333333334
Corn,Capiz,Quarter 4,2027.0,2008,5408.0,2.6679822397631967
Corn,Guimaras,Quarter 4,230.0,2008,231.0,1.0043478260869565
Corn,Iloilo,Quarter 4,5440.0,2008,13000.0,2.389705882352941
Irrigated Palay,Aklan,Quarter 1,6925.0,2009,18985.0,2.7415162454873645
Irrigated Palay,Antique,Quarter 1,13716.0,2009,45332.0,3.305045202682998
Irrigated Palay,Capiz,Quarter 1,7170.0,2009,25757.0,3.592329149232915
Irrigated Palay,Guimaras,Quarter 1,1080.0,2009,3709.0,3.4342592592592593
Irrigated Palay,Iloilo,Quarter 1,44198.0,2009,156278.0,3.5358613511923616
Rainfed Palay,Aklan,Quarter 1,6850.0,2009,14751.0,2.1534306569343067
Rainfed Palay,Antique,Quarter 1,4837.0,2009,11029.0,2.2801323134174076
Rainfed Palay,Capiz,Quarter 1,25459.0,2009,64300.0,2.5256294434188304
Rainfed Palay,Guimaras,Quarter 1,3780.0,2009,6736.0,1.782010582010582
Rainfed Palay,Iloilo,Quarter 1,38576.0,2009,116302.0,3.014879717959353
Palay,Aklan,Quarter 1,13775.0,2009,33736.0,2.4490744101633393
Palay,Antique,Quarter 1,18553.0,2009,56361.0,3.0378375464884386
Palay,Capiz,Quarter 1,32629.0,2009,90057.0,2.7600294216801005
Palay,Guimaras,Quarter 1,4860.0,2009,10445.0,2.14917695473251
Palay,Iloilo,Quarter 1,82774.0,2009,272580.0,3.293063039118564
White Corn,Aklan,Quarter 1,23.0,2009,20.0,0.8695652173913043
White Corn,Antique,Quarter 1,67.0,2009,87.0,1.2985074626865671
White Corn,Capiz,Quarter 1,120.0,2009,104.0,0.8666666666666667
White Corn,Guimaras,Quarter 1,60.0,2009,59.0,0.9833333333333333
White Corn,Iloilo,Quarter 1,4244.0,2009,10440.0,2.4599434495758716
Yellow Corn,Aklan,Quarter 1,49.0,2009,47.0,0.9591836734693877
Yellow Corn,Antique,Quarter 1,786.0,2009,2633.0,3.349872773536896
Yellow Corn,Capiz,Quarter 1,8593.0,2009,21276.0,2.475968811823577
Yellow Corn,Guimaras,Quarter 1,105.0,2009,140.0,1.3333333333333333
Yellow Corn,Iloilo,Quarter 1,12322.0,2009,47357.0,3.843288427203376
Corn,Aklan,Quarter 1,72.0,2009,67.0,0.9305555555555556
Corn,Antique,Quarter 1,853.0,2009,2720.0,3.188745603751465
Corn,Capiz,Quarter 1,8713.0,2009,21380.0,2.453804659703891
Corn,Guimaras,Quarter 1,165.0,2009,199.0,1.206060606060606
Corn,Iloilo,Quarter 1,16566.0,2009,57797.0,3.488892913195702
Irrigated Palay,Aklan,Quarter 2,1159.0,2009,4123.0,3.557377049180328
Irrigated Palay,Antique,Quarter 2,6674.0,2009,24471.0,3.6666167216062333
Irrigated Palay,Capiz,Quarter 2,6745.0,2009,26220.0,3.887323943661972
Irrigated Palay,Guimaras,Quarter 2,230.0,2009,606.0,2.634782608695652
Irrigated Palay,Iloilo,Quarter 2,14928.0,2009,52952.0,3.547159699892819
Rainfed Palay,Aklan,Quarter 2,3141.0,2009,8061.0,2.566380133715377
Rainfed Palay,Antique,Quarter 2,561.0,2009,1555.0,2.771836007130125
Rainfed Palay,Capiz,Quarter 2,9177.0,2009,23288.0,2.5376484689985834
Rainfed Palay,Guimaras,Quarter 2,150.0,2009,310.0,2.066666666666667
Rainfed Palay,Iloilo,Quarter 2,3850.0,2009,12209.0,3.1711688311688313
Palay,Aklan,Quarter 2,4300.0,2009,12184.0,2.833488372093023
Palay,Antique,Quarter 2,7235.0,2009,26026.0,3.597235659986178
Palay,Capiz,Quarter 2,15922.0,2009,49508.0,3.1094083657831932
Palay,Guimaras,Quarter 2,380.0,2009,916.0,2.4105263157894736
Palay,Iloilo,Quarter 2,18778.0,2009,65161.0,3.4700713601022475
White Corn,Aklan,Quarter 2,17.0,2009,15.0,0.8823529411764706
White Corn,Antique,Quarter 2,310.0,2009,415.0,1.3387096774193548
White Corn,Capiz,Quarter 2,100.0,2009,87.0,0.87
White Corn,Guimaras,Quarter 2,13.0,2009,17.0,1.3076923076923077
White Corn,Iloilo,Quarter 2,2000.0,2009,4160.0,2.08
Yellow Corn,Aklan,Quarter 2,156.0,2009,430.0,2.7564102564102564
Yellow Corn,Antique,Quarter 2,1608.0,2009,5514.0,3.4291044776119404
Yellow Corn,Capiz,Quarter 2,5890.0,2009,16380.0,2.7809847198641764
Yellow Corn,Guimaras,Quarter 2,10.0,2009,16.0,1.6
Yellow Corn,Iloilo,Quarter 2,1500.0,2009,4800.0,3.2
Corn,Aklan,Quarter 2,173.0,2009,445.0,2.5722543352601157
Corn,Antique,Quarter 2,1918.0,2009,5929.0,3.091240875912409
Corn,Capiz,Quarter 2,5990.0,2009,16467.0,2.749081803005008
Corn,Guimaras,Quarter 2,23.0,2009,33.0,1.434782608695652
Corn,Iloilo,Quarter 2,3500.0,2009,8960.0,2.56
Irrigated Palay,Aklan,Quarter 3,6825.0,2009,27234.0,3.9903296703296705
Irrigated Palay,Antique,Quarter 3,13615.0,2009,50757.0,3.7280205655526992
Irrigated Palay,Capiz,Quarter 3,7885.0,2009,30563.0,3.8760938490805326
Irrigated Palay,Guimaras,Quarter 3,1567.0,2009,5553.0,3.5437141033822592
Irrigated Palay,Iloilo,Quarter 3,52771.0,2009,211560.0,4.009020105739895
Rainfed Palay,Aklan,Quarter 3,7923.0,2009,27453.0,3.464975388110564
Rainfed Palay,Antique,Quarter 3,18117.0,2009,47726.0,2.634321355632831
Rainfed Palay,Capiz,Quarter 3,35859.0,2009,105195.0,2.933573161549402
Rainfed Palay,Guimaras,Quarter 3,5925.0,2009,14688.0,2.478987341772152
Rainfed Palay,Iloilo,Quarter 3,61200.0,2009,193000.0,3.15359477124183
Palay,Aklan,Quarter 3,14748.0,2009,54687.0,3.7080960130187144
Palay,Antique,Quarter 3,31732.0,2009,98483.0,3.103586285138031
Palay,Capiz,Quarter 3,43744.0,2009,135758.0,3.1034656181419167
Palay,Guimaras,Quarter 3,7492.0,2009,20241.0,2.7016817939135076
Palay,Iloilo,Quarter 3,113971.0,2009,404560.0,3.5496749173035247
White Corn,Aklan,Quarter 3,100.0,2009,86.0,0.86
White Corn,Antique,Quarter 3,286.0,2009,285.0,0.9965034965034965
White Corn,Capiz,Quarter 3,100.0,2009,72.0,0.72
White Corn,Guimaras,Quarter 3,560.0,2009,476.0,0.85
White Corn,Iloilo,Quarter 3,2500.0,2009,4575.0,1.83
Yellow Corn,Aklan,Quarter 3,250.0,2009,475.0,1.9
Yellow Corn,Antique,Quarter 3,333.0,2009,742.0,2.2282282282282284
Yellow Corn,Capiz,Quarter 3,5138.0,2009,14645.0,2.8503308680420396
Yellow Corn,Guimaras,Quarter 3,264.0,2009,314.0,1.1893939393939394
Yellow Corn,Iloilo,Quarter 3,12700.0,2009,42850.0,3.374015748031496
Corn,Aklan,Quarter 3,350.0,2009,561.0,1.6028571428571428
Corn,Antique,Quarter 3,619.0,2009,1027.0,1.6591276252019387
Corn,Capiz,Quarter 3,5238.0,2009,14717.0,2.809660175639557
Corn,Guimaras,Quarter 3,824.0,2009,790.0,0.9587378640776699
Corn,Iloilo,Quarter 3,15200.0,2009,47425.0,3.120065789473684
Irrigated Palay,Aklan,Quarter 4,6079.0,2009,22336.0,3.6742885342984044
Irrigated Palay,Antique,Quarter 4,12446.0,2009,42727.0,3.4329905190422627
Irrigated Palay,Capiz,Quarter 4,11658.0,2009,44956.0,3.8562360610739406
Irrigated Palay,Guimaras,Quarter 4,1155.0,2009,3844.0,3.328138528138528
Irrigated Palay,Iloilo,Quarter 4,35978.0,2009,127115.0,3.533131358052143
Rainfed Palay,Aklan,Quarter 4,5753.0,2009,17414.0,3.0269424648009733
Rainfed Palay,Antique,Quarter 4,10667.0,2009,27316.0,2.5607949751570263
Rainfed Palay,Capiz,Quarter 4,17367.0,2009,53703.0,3.0922439108654345
Rainfed Palay,Guimaras,Quarter 4,7660.0,2009,17278.0,2.2556135770234986
Rainfed Palay,Iloilo,Quarter 4,30409.0,2009,74634.0,2.4543391759018713
Palay,Aklan,Quarter 4,11832.0,2009,39750.0,3.359533468559838
Palay,Antique,Quarter 4,23113.0,2009,70043.0,3.030459049020032
Palay,Capiz,Quarter 4,29025.0,2009,98659.0,3.399104220499569
Palay,Guimaras,Quarter 4,8815.0,2009,21122.0,2.396142938173568
Palay,Iloilo,Quarter 4,66387.0,2009,201749.0,3.03898353593324
White Corn,Aklan,Quarter 4,100.0,2009,110.0,1.1
White Corn,Antique,Quarter 4,34.0,2009,23.0,0.6764705882352942
White Corn,Capiz,Quarter 4,178.0,2009,216.0,1.2134831460674158
White Corn,Guimaras,Quarter 4,93.0,2009,78.0,0.8387096774193549
White Corn,Iloilo,Quarter 4,1017.0,2009,1818.0,1.7876106194690264
Yellow Corn,Aklan,Quarter 4,280.0,2009,402.0,1.4357142857142857
Yellow Corn,Antique,Quarter 4,55.0,2009,165.0,3.0
Yellow Corn,Capiz,Quarter 4,1912.0,2009,5150.0,2.6935146443514646
Yellow Corn,Guimaras,Quarter 4,148.0,2009,163.0,1.1013513513513513
Yellow Corn,Iloilo,Quarter 4,2988.0,2009,8546.0,2.860107095046854
Corn,Aklan,Quarter 4,380.0,2009,512.0,1.3473684210526315
Corn,Antique,Quarter 4,89.0,2009,188.0,2.1123595505617976
Corn,Capiz,Quarter 4,2090.0,2009,5366.0,2.5674641148325357
Corn,Guimaras,Quarter 4,241.0,2009,241.0,1.0
Corn,Iloilo,Quarter 4,4005.0,2009,10364.0,2.587765293383271
Irrigated Palay,Aklan,Quarter 1,7368.0,2010,25378.0,3.444353963083605
Irrigated Palay,Antique,Quarter 1,9463.0,2010,29619.0,3.1299799218006976
Irrigated Palay,Capiz,Quarter 1,7035.0,2010,26558.0,3.7751243781094526
Irrigated Palay,Guimaras,Quarter 1,954.0,2010,3081.0,3.229559748427673
Irrigated Palay,Iloilo,Quarter 1,35004.0,2010,109913.0,3.1400125699920007
Rainfed Palay,Aklan,Quarter 1,7496.0,2010,17680.0,2.358591248665955
Rainfed Palay,Antique,Quarter 1,1738.0,2010,3531.0,2.0316455696202533
Rainfed Palay,Capiz,Quarter 1,24347.0,2010,61275.0,2.5167371750112952
Rainfed Palay,Guimaras,Quarter 1,3270.0,2010,4263.0,1.3036697247706421
Rainfed Palay,Iloilo,Quarter 1,21952.0,2010,58612.0,2.6700072886297375
Palay,Aklan,Quarter 1,14864.0,2010,43058.0,2.8967976318622175
Palay,Antique,Quarter 1,11201.0,2010,33150.0,2.959557182394429
Palay,Capiz,Quarter 1,31382.0,2010,87833.0,2.79883372633994
Palay,Guimaras,Quarter 1,4224.0,2010,7344.0,1.7386363636363635
Palay,Iloilo,Quarter 1,56956.0,2010,168525.0,2.9588629819509795
White Corn,Aklan,Quarter 1,90.0,2010,132.0,1.4666666666666666
White Corn,Antique,Quarter 1,61.0,2010,66.0,1.0819672131147542
White Corn,Capiz,Quarter 1,95.0,2010,84.0,0.8842105263157894
White Corn,Guimaras,Quarter 1,32.0,2010,25.0,0.78125
White Corn,Iloilo,Quarter 1,1560.0,2010,3120.0,2.0
Yellow Corn,Aklan,Quarter 1,75.0,2010,69.0,0.92
Yellow Corn,Antique,Quarter 1,362.0,2010,972.0,2.685082872928177
Yellow Corn,Capiz,Quarter 1,4845.0,2010,11065.0,2.283797729618163
Yellow Corn,Guimaras,Quarter 1,77.0,2010,64.0,0.8311688311688312
Yellow Corn,Iloilo,Quarter 1,9491.0,2010,28018.0,2.952059846170056
Corn,Aklan,Quarter 1,165.0,2010,201.0,1.2181818181818183
Corn,Antique,Quarter 1,423.0,2010,1038.0,2.4539007092198584
Corn,Capiz,Quarter 1,4940.0,2010,11149.0,2.2568825910931176
Corn,Guimaras,Quarter 1,109.0,2010,89.0,0.8165137614678899
Corn,Iloilo,Quarter 1,11051.0,2010,31138.0,2.817663559858836
Irrigated Palay,Aklan,Quarter 2,825.0,2010,2572.0,3.1175757575757577
Irrigated Palay,Antique,Quarter 2,2322.0,2010,7471.0,3.2174849267872525
Irrigated Palay,Capiz,Quarter 2,4844.0,2010,17610.0,3.635425268373245
Irrigated Palay,Guimaras,Quarter 2,198.0,2010,592.0,2.98989898989899
Irrigated Palay,Iloilo,Quarter 2,2000.0,2010,4500.0,2.25
Rainfed Palay,Aklan,Quarter 2,,2010,,2.3230537280701755
Rainfed Palay,Antique,Quarter 2,,2010,,2.3961074561403506
Rainfed Palay,Capiz,Quarter 2,4864.0,2010,12010.0,2.469161184210526
Rainfed Palay,Guimaras,Quarter 2,92.0,2010,198.0,2.152173913043478
Rainfed Palay,Iloilo,Quarter 2,200.0,2010,260.0,1.3
Palay,Aklan,Quarter 2,825.0,2010,2572.0,3.1175757575757577
Palay,Antique,Quarter 2,2322.0,2010,7471.0,3.2174849267872525
Palay,Capiz,Quarter 2,9708.0,2010,29620.0,3.0510918829831066
Palay,Guimaras,Quarter 2,290.0,2010,790.0,2.7241379310344827
Palay,Iloilo,Quarter 2,2200.0,2010,4760.0,2.1636363636363636
White Corn,Aklan,Quarter 2,25.0,2010,17.0,0.68
White Corn,Antique,Quarter 2,14.0,2010,14.0,1.0
White Corn,Capiz,Quarter 2,84.0,2010,71.0,0.8452380952380952
White Corn,Guimaras,Quarter 2,2.0,2010,2.0,1.0
White Corn,Iloilo,Quarter 2,2570.0,2010,5063.0,1.9700389105058367
Yellow Corn,Aklan,Quarter 2,80.0,2010,78.0,0.975
Yellow Corn,Antique,Quarter 2,64.0,2010,162.0,2.53125
Yellow Corn,Capiz,Quarter 2,2721.0,2010,7489.0,2.7522969496508636
Yellow Corn,Guimaras,Quarter 2,3.0,2010,3.0,1.0
Yellow Corn,Iloilo,Quarter 2,750.0,2010,1940.0,2.5866666666666664
Corn,Aklan,Quarter 2,105.0,2010,95.0,0.9047619047619048
Corn,Antique,Quarter 2,78.0,2010,176.0,2.2564102564102564
Corn,Capiz,Quarter 2,2805.0,2010,7560.0,2.695187165775401
Corn,Guimaras,Quarter 2,5.0,2010,5.0,1.0
Corn,Iloilo,Quarter 2,3320.0,2010,7003.0,2.1093373493975904
Irrigated Palay,Aklan,Quarter 3,935.0,2010,3774.0,4.036363636363636
Irrigated Palay,Antique,Quarter 3,9008.0,2010,36955.0,4.102464476021314
Irrigated Palay,Capiz,Quarter 3,6912.0,2010,25879.0,3.744068287037037
Irrigated Palay,Guimaras,Quarter 3,1132.0,2010,3925.0,3.467314487632509
Irrigated Palay,Iloilo,Quarter 3,23304.0,2010,89033.0,3.8205029179539993
Rainfed Palay,Aklan,Quarter 3,950.0,2010,2298.0,2.4189473684210525
Rainfed Palay,Antique,Quarter 3,9985.0,2010,29318.0,2.9362043064596897
Rainfed Palay,Capiz,Quarter 3,28137.0,2010,88811.0,3.1563777232825108
Rainfed Palay,Guimaras,Quarter 3,4418.0,2010,10635.0,2.407197827071073
Rainfed Palay,Iloilo,Quarter 3,25476.0,2010,75967.0,2.9819045376040196
Palay,Aklan,Quarter 3,1885.0,2010,6072.0,3.2212201591511938
Palay,Antique,Quarter 3,18993.0,2010,66273.0,3.4893381772231873
Palay,Capiz,Quarter 3,35049.0,2010,114690.0,3.2722759565180177
Palay,Guimaras,Quarter 3,5550.0,2010,14560.0,2.6234234234234233
Palay,Iloilo,Quarter 3,48780.0,2010,165000.0,3.3825338253382533
White Corn,Aklan,Quarter 3,25.0,2010,25.0,1.0
White Corn,Antique,Quarter 3,167.0,2010,136.0,0.8143712574850299
White Corn,Capiz,Quarter 3,88.0,2010,123.0,1.3977272727272727
White Corn,Guimaras,Quarter 3,288.0,2010,282.0,0.9791666666666666
White Corn,Iloilo,Quarter 3,3925.0,2010,7435.0,1.894267515923567
Yellow Corn,Aklan,Quarter 3,157.0,2010,240.0,1.5286624203821657
Yellow Corn,Antique,Quarter 3,125.0,2010,179.0,1.432
Yellow Corn,Capiz,Quarter 3,5850.0,2010,16545.0,2.8282051282051284
Yellow Corn,Guimaras,Quarter 3,95.0,2010,119.0,1.2526315789473683
Yellow Corn,Iloilo,Quarter 3,8997.0,2010,28251.0,3.140046682227409
Corn,Aklan,Quarter 3,182.0,2010,265.0,1.456043956043956
Corn,Antique,Quarter 3,292.0,2010,315.0,1.0787671232876712
Corn,Capiz,Quarter 3,5938.0,2010,16668.0,2.807005725833614
Corn,Guimaras,Quarter 3,383.0,2010,401.0,1.0469973890339426
Corn,Iloilo,Quarter 3,12922.0,2010,35686.0,2.7616468039003252
Irrigated Palay,Aklan,Quarter 4,7839.0,2010,30212.0,3.854063018242123
Irrigated Palay,Antique,Quarter 4,13784.0,2010,57262.0,4.154236796285549
Irrigated Palay,Capiz,Quarter 4,10771.0,2010,40950.0,3.80187540618327
Irrigated Palay,Guimaras,Quarter 4,1108.0,2010,3703.0,3.342057761732852
Irrigated Palay,Iloilo,Quarter 4,47000.0,2010,170960.0,3.637446808510638
Rainfed Palay,Aklan,Quarter 4,7860.0,2010,21711.0,2.7622137404580154
Rainfed Palay,Antique,Quarter 4,16207.0,2010,47310.0,2.9191090269636577
Rainfed Palay,Capiz,Quarter 4,20530.0,2010,62515.0,3.0450560155869457
Rainfed Palay,Guimaras,Quarter 4,6616.0,2010,16319.0,2.466596130592503
Rainfed Palay,Iloilo,Quarter 4,48500.0,2010,150725.0,3.1077319587628867
Palay,Aklan,Quarter 4,15699.0,2010,51923.0,3.307408115166571
Palay,Antique,Quarter 4,29991.0,2010,104572.0,3.4867793671434764
Palay,Capiz,Quarter 4,31301.0,2010,103465.0,3.305485447749273
Palay,Guimaras,Quarter 4,7724.0,2010,20022.0,2.592180217503884
Palay,Iloilo,Quarter 4,95500.0,2010,321685.0,3.3684293193717276
White Corn,Aklan,Quarter 4,30.0,2010,28.0,0.9333333333333333
White Corn,Antique,Quarter 4,34.0,2010,36.0,1.0588235294117647
White Corn,Capiz,Quarter 4,116.0,2010,150.0,1.293103448275862
White Corn,Guimaras,Quarter 4,89.0,2010,78.0,0.8764044943820225
White Corn,Iloilo,Quarter 4,1020.0,2010,2084.0,2.0431372549019606
Yellow Corn,Aklan,Quarter 4,155.0,2010,206.0,1.3290322580645162
Yellow Corn,Antique,Quarter 4,47.0,2010,155.0,3.297872340425532
Yellow Corn,Capiz,Quarter 4,2100.0,2010,6023.0,2.868095238095238
Yellow Corn,Guimaras,Quarter 4,104.0,2010,130.0,1.25
Yellow Corn,Iloilo,Quarter 4,9500.0,2010,46230.0,4.866315789473684
Corn,Aklan,Quarter 4,185.0,2010,234.0,1.2648648648648648
Corn,Antique,Quarter 4,81.0,2010,191.0,2.3580246913580245
