,Croptype,Province,Quarter,Year,Area,Production
1808,Rainfed Palay,Guimaras,1,2002,4341.0,6294.0
1809,Rainfed Palay,Iloilo,1,2002,37533.0,91956.0
1810,Palay,Aklan,1,2002,17664.0,58142.0
1811,Palay,Antique,1,2002,18816.0,53210.0
1812,Palay,Capiz,1,2002,43429.0,95498.0
1813,Palay,Guimaras,1,2002,5066.0,8252.0
1814,Palay,Iloilo,1,2002,77283.0,208026.0
1815,White Corn,Aklan,1,2002,16.0,12.0
1816,White Corn,Antique,1,2002,95.0,47.0
1817,White Corn,Capiz,1,2002,43.0,32.0
1818,White Corn,Guimaras,1,2002,49.0,34.0
1819,White Corn,Iloilo,1,2002,2495.0,2869.0
1820,Yellow Corn,Aklan,1,2002,110.0,89.0
1821,Yellow Corn,Antique,1,2002,180.0,130.0
1822,Yellow Corn,Capiz,1,2002,815.0,1133.0
1823,Yellow Corn,Guimaras,1,2002,20.0,18.0
1824,Yellow Corn,Iloilo,1,2002,6942.0,11940.0
1825,Corn,Aklan,1,2002,126.0,101.0
1826,Corn,Antique,1,2002,275.0,177.0
1827,Corn,Capiz,1,2002,858.0,1165.0
1828,Corn,Guimaras,1,2002,69.0,52.0
1829,Corn,Iloilo,1,2002,9437.0,14809.0
1830,Irrigated Palay,Aklan,2,2002,844.0,3292.0
1831,Irrigated Palay,Antique,2,2002,7133.0,26249.0
1832,Irrigated Palay,Capiz,2,2002,5210.0,14901.0
1833,Irrigated Palay,Guimaras,2,2002,450.0,1104.0
1834,Irrigated Palay,Iloilo,2,2002,14901.0,44852.0
1835,Rainfed Palay,Aklan,2,2002,180.0,414.0
1836,Rainfed Palay,Antique,2,2002,350.0,606.0
1837,Rainfed Palay,Capiz,2,2002,12150.0,21870.0
1838,Rainfed Palay,Guimaras,2,2002,2581.0,6370.0
1839,Rainfed Palay,Iloilo,2,2002,225.0,495.0
1840,Palay,Aklan,2,2002,1024.0,3706.0
1841,Palay,Antique,2,2002,7483.0,26855.0
1842,Palay,Capiz,2,2002,17360.0,36771.0
1843,Palay,Guimaras,2,2002,450.0,1104.0
1844,Palay,Iloilo,2,2002,15126.0,45347.0
1845,White Corn,Aklan,2,2002,16.0,13.0
1846,White Corn,Antique,2,2002,120.0,96.0
1847,White Corn,Capiz,2,2002,46.0,29.0
1848,White Corn,Guimaras,2,2002,75.0,38.0
1849,White Corn,Iloilo,2,2002,995.0,1453.0
1850,Yellow Corn,Aklan,2,2002,152.0,128.0
1851,Yellow Corn,Antique,2,2002,350.0,595.0
1852,Yellow Corn,Capiz,2,2002,930.0,1163.0
1853,Yellow Corn,Guimaras,2,2002,25.0,22.0
1854,Yellow Corn,Iloilo,2,2002,1500.0,2460.0
1855,Corn,Aklan,2,2002,168.0,141.0
1856,Corn,Antique,2,2002,470.0,691.0
1857,Corn,Capiz,2,2002,976.0,1192.0
1858,Corn,Guimaras,2,2002,100.0,60.0
1859,Corn,Iloilo,2,2002,2495.0,3913.0
1860,Irrigated Palay,Aklan,3,2002,3031.0,11457.0
1861,Irrigated Palay,Antique,3,2002,13174.0,48744.0
1862,Irrigated Palay,Capiz,3,2002,6509.0,20894.0
1863,Irrigated Palay,Guimaras,3,2002,2581.0,6370.0
1864,Irrigated Palay,Iloilo,3,2002,19800.0,77814.0
1865,Rainfed Palay,Aklan,3,2002,2531.0,6429.0
1866,Rainfed Palay,Antique,3,2002,9299.0,23526.0
1867,Rainfed Palay,Capiz,3,2002,19470.0,51011.0
1868,Rainfed Palay,Guimaras,3,2002,1040.0,2912.0
1869,Rainfed Palay,Iloilo,3,2002,21186.0,68007.0
1870,Palay,Aklan,3,2002,5562.0,17886.0
1871,Palay,Antique,3,2002,22473.0,72270.0
1872,Palay,Capiz,3,2002,25979.0,71905.0
1873,Palay,Guimaras,3,2002,1040.0,2912.0
1874,Palay,Iloilo,3,2002,40986.0,145821.0
1875,White Corn,Aklan,3,2002,9.0,6.0
1876,White Corn,Antique,3,2002,35.0,19.0
1877,White Corn,Capiz,3,2002,80.0,66.0
1878,White Corn,Guimaras,3,2002,130.0,130.0
1879,White Corn,Iloilo,3,2002,4772.0,5921.0
1880,Yellow Corn,Aklan,3,2002,34.0,27.0
1881,Yellow Corn,Antique,3,2002,60.0,60.0
1882,Yellow Corn,Capiz,3,2002,2937.0,4993.0
1883,Yellow Corn,Guimaras,3,2002,120.0,196.0
1884,Yellow Corn,Iloilo,3,2002,9871.0,15300.0
1885,Corn,Aklan,3,2002,43.0,33.0
1886,Corn,Antique,3,2002,95.0,79.0
1887,Corn,Capiz,3,2002,3017.0,5059.0
1888,Corn,Guimaras,3,2002,250.0,326.0
1889,Corn,Iloilo,3,2002,14643.0,21221.0
1890,Irrigated Palay,Aklan,4,2002,7198.0,27650.0
1891,Irrigated Palay,Antique,4,2002,13150.0,48392.0
1892,Irrigated Palay,Capiz,4,2002,5752.0,19672.0
1893,Irrigated Palay,Guimaras,4,2002,1500.0,5385.0
1894,Irrigated Palay,Iloilo,4,2002,49023.0,173051.0
1895,Rainfed Palay,Aklan,4,2002,8710.0,19084.0
1896,Rainfed Palay,Antique,4,2002,9001.0,21242.0
1897,Rainfed Palay,Capiz,4,2002,22127.0,57751.0
1898,Rainfed Palay,Guimaras,4,2002,8905.0,23153.0
1899,Rainfed Palay,Iloilo,4,2002,57300.0,163878.0
1900,Palay,Aklan,4,2002,15908.0,46734.0
1901,Palay,Antique,4,2002,22151.0,69634.0
1902,Palay,Capiz,4,2002,27879.0,77423.0
1903,Palay,Guimaras,4,2002,10405.0,28538.0
1904,Palay,Iloilo,4,2002,106323.0,336929.0
1905,White Corn,Aklan,4,2002,2.0,2.0
1906,White Corn,Antique,4,2002,2581.0,6370.0
1907,White Corn,Capiz,4,2002,31.0,25.0
1908,White Corn,Guimaras,4,2002,2581.0,6370.0
1909,White Corn,Iloilo,4,2002,157.0,196.0
1910,Yellow Corn,Aklan,4,2002,10.0,9.0
1911,Yellow Corn,Antique,4,2002,2581.0,6370.0
1912,Yellow Corn,Capiz,4,2002,642.0,1098.0
1913,Yellow Corn,Guimaras,4,2002,2581.0,6370.0
1914,Yellow Corn,Iloilo,4,2002,35.0,51.0
1915,Corn,Aklan,4,2002,12.0,11.0
1916,Corn,Antique,4,2002,2581.0,6370.0
1917,Corn,Capiz,4,2002,673.0,1123.0
1918,Corn,Guimaras,4,2002,2581.0,6370.0
1919,Corn,Iloilo,4,2002,192.0,247.0
1920,Irrigated Palay,Aklan,1,2003,8182.0,33055.0
1921,Irrigated Palay,Antique,1,2003,7368.0,19894.0
1922,Irrigated Palay,Capiz,1,2003,9642.0,30469.0
1923,Irrigated Palay,Guimaras,1,2003,1500.0,4410.0
1924,Irrigated Palay,Iloilo,1,2003,45838.0,134305.0
1925,Rainfed Palay,Aklan,1,2003,9424.0,24314.0
1926,Rainfed Palay,Antique,1,2003,5911.0,8985.0
1927,Rainfed Palay,Capiz,1,2003,31918.0,79795.0
1928,Rainfed Palay,Guimaras,1,2003,3124.0,3322.0
1929,Rainfed Palay,Iloilo,1,2003,29372.0,61681.0
1930,Palay,Aklan,1,2003,17606.0,57369.0
1931,Palay,Antique,1,2003,13279.0,28879.0
1932,Palay,Capiz,1,2003,41560.0,110264.0
1933,Palay,Guimaras,1,2003,4624.0,7732.0
1934,Palay,Iloilo,1,2003,75210.0,195986.0
1935,White Corn,Aklan,1,2003,17.0,15.0
1936,White Corn,Antique,1,2003,32.0,8.0
1937,White Corn,Capiz,1,2003,37.0,26.0
1938,White Corn,Guimaras,1,2003,55.0,50.0
1939,White Corn,Iloilo,1,2003,2623.0,3436.0
1940,Yellow Corn,Aklan,1,2003,73.0,66.0
1941,Yellow Corn,Antique,1,2003,80.0,32.0
1942,Yellow Corn,Capiz,1,2003,2963.0,4889.0
1943,Yellow Corn,Guimaras,1,2003,30.0,32.0
1944,Yellow Corn,Iloilo,1,2003,8860.0,27732.0
1945,Corn,Aklan,1,2003,90.0,81.0
1946,Corn,Antique,1,2003,112.0,40.0
1947,Corn,Capiz,1,2003,3000.0,4915.0
1948,Corn,Guimaras,1,2003,85.0,82.0
1949,Corn,Iloilo,1,2003,11483.0,31168.0
1950,Irrigated Palay,Aklan,2,2003,1423.0,5521.0
1951,Irrigated Palay,Antique,2,2003,2553.0,8406.0
1952,Irrigated Palay,Capiz,2,2003,5242.0,12161.0
1953,Irrigated Palay,Guimaras,2,2003,50.0,98.0
1954,Irrigated Palay,Iloilo,2,2003,4600.0,11776.0
1955,Rainfed Palay,Aklan,2,2003,1788.0,3969.0
1956,Rainfed Palay,Antique,2,2003,2581.0,6370.0
1957,Rainfed Palay,Capiz,2,2003,8334.0,13084.0
1958,Rainfed Palay,Guimaras,2,2003,2581.0,6370.0
1959,Rainfed Palay,Iloilo,2,2003,30.0,36.0
1960,Palay,Aklan,2,2003,3211.0,9490.0
1961,Palay,Antique,2,2003,2553.0,8406.0
1962,Palay,Capiz,2,2003,13576.0,25245.0
1963,Palay,Guimaras,2,2003,50.0,98.0
1964,Palay,Iloilo,2,2003,4630.0,11812.0
1965,White Corn,Aklan,2,2003,21.0,20.0
1966,White Corn,Antique,2,2003,22.0,9.0
1967,White Corn,Capiz,2,2003,64.0,48.0
1968,White Corn,Guimaras,2,2003,2581.0,6370.0
1969,White Corn,Iloilo,2,2003,480.0,706.0
1970,Yellow Corn,Aklan,2,2003,82.0,78.0
1971,Yellow Corn,Antique,2,2003,84.0,92.0
1972,Yellow Corn,Capiz,2,2003,1736.0,2916.0
1973,Yellow Corn,Guimaras,2,2003,2581.0,6370.0
1974,Yellow Corn,Iloilo,2,2003,530.0,795.0
1975,Corn,Aklan,2,2003,103.0,98.0
1976,Corn,Antique,2,2003,106.0,101.0
1977,Corn,Capiz,2,2003,1800.0,2964.0
1978,Corn,Guimaras,2,2003,2581.0,6370.0
1979,Corn,Iloilo,2,2003,1010.0,1501.0
1980,Irrigated Palay,Aklan,3,2003,3382.0,13055.0
1981,Irrigated Palay,Antique,3,2003,13471.0,59272.0
1982,Irrigated Palay,Capiz,3,2003,7904.0,27269.0
1983,Irrigated Palay,Guimaras,3,2003,1250.0,5000.0
1984,Irrigated Palay,Iloilo,3,2003,43662.0,185564.0
1985,Rainfed Palay,Aklan,3,2003,1640.0,4431.0
1986,Rainfed Palay,Antique,3,2003,13667.0,39224.0
1987,Rainfed Palay,Capiz,3,2003,21664.0,63476.0
1988,Rainfed Palay,Guimaras,3,2003,5470.0,14496.0
1989,Rainfed Palay,Iloilo,3,2003,30216.0,98202.0
1990,Palay,Aklan,3,2003,5022.0,17486.0
1991,Palay,Antique,3,2003,27138.0,98496.0
1992,Palay,Capiz,3,2003,29568.0,90745.0
1993,Palay,Guimaras,3,2003,6720.0,19496.0
1994,Palay,Iloilo,3,2003,73878.0,283766.0
1995,White Corn,Aklan,3,2003,8.0,6.0
1996,White Corn,Antique,3,2003,25.0,14.0
1997,White Corn,Capiz,3,2003,86.0,71.0
1998,White Corn,Guimaras,3,2003,325.0,390.0
1999,White Corn,Iloilo,3,2003,4878.0,7317.0
2000,Yellow Corn,Aklan,3,2003,28.0,24.0
2001,Yellow Corn,Antique,3,2003,60.0,64.0
2002,Yellow Corn,Capiz,3,2003,3680.0,7176.0
2003,Yellow Corn,Guimaras,3,2003,150.0,270.0
2004,Yellow Corn,Iloilo,3,2003,8890.0,28981.0
2005,Corn,Aklan,3,2003,36.0,30.0
2006,Corn,Antique,3,2003,85.0,78.0
2007,Corn,Capiz,3,2003,3766.0,7247.0
2008,Corn,Guimaras,3,2003,475.0,660.0
2009,Corn,Iloilo,3,2003,13768.0,36298.0
2010,Irrigated Palay,Aklan,4,2003,7977.0,24250.0
2011,Irrigated Palay,Antique,4,2003,12775.0,50078.0
2012,Irrigated Palay,Capiz,4,2003,6900.0,23805.0
2013,Irrigated Palay,Guimaras,4,2003,975.0,3120.0
2014,Irrigated Palay,Iloilo,4,2003,33926.0,117048.0
2015,Rainfed Palay,Aklan,4,2003,9822.0,22885.0
2016,Rainfed Palay,Antique,4,2003,11998.0,31195.0
2017,Rainfed Palay,Capiz,4,2003,17978.0,47462.0
2018,Rainfed Palay,Guimaras,4,2003,4960.0,10912.0
2019,Rainfed Palay,Iloilo,4,2003,50738.0,120756.0
2020,Palay,Aklan,4,2003,17799.0,47135.0
2021,Palay,Antique,4,2003,24773.0,81273.0
2022,Palay,Capiz,4,2003,24878.0,71267.0
2023,Palay,Guimaras,4,2003,5935.0,14032.0
2024,Palay,Iloilo,4,2003,84664.0,237804.0
2025,White Corn,Aklan,4,2003,4.0,3.0
2026,White Corn,Antique,4,2003,2581.0,6370.0
2027,White Corn,Capiz,4,2003,20.0,17.0
2028,White Corn,Guimaras,4,2003,74.0,50.0
2029,White Corn,Iloilo,4,2003,250.0,250.0
2030,Yellow Corn,Aklan,4,2003,8.0,6.0
2031,Yellow Corn,Antique,4,2003,2581.0,6370.0
2032,Yellow Corn,Capiz,4,2003,500.0,890.0
2033,Yellow Corn,Guimaras,4,2003,50.0,50.0
2034,Yellow Corn,Iloilo,4,2003,500.0,650.0
2035,Corn,Aklan,4,2003,12.0,9.0
2036,Corn,Antique,4,2003,2581.0,6370.0
2037,Corn,Capiz,4,2003,520.0,907.0
2038,Corn,Guimaras,4,2003,124.0,100.0
2039,Corn,Iloilo,4,2003,750.0,900.0
2040,Irrigated Palay,Aklan,1,2004,9640.0,41162.0
2041,Irrigated Palay,Antique,1,2004,13217.0,41501.0
2042,Irrigated Palay,Capiz,1,2004,6861.0,24356.0
2043,Irrigated Palay,Guimaras,1,2004,575.0,1771.0
2044,Irrigated Palay,Iloilo,1,2004,48867.0,159306.0
2045,Rainfed Palay,Aklan,1,2004,11907.0,31791.0
2046,Rainfed Palay,Antique,1,2004,3795.0,8159.0
2047,Rainfed Palay,Capiz,1,2004,26849.0,68733.0
2048,Rainfed Palay,Guimaras,1,2004,3714.0,5831.0
2049,Rainfed Palay,Iloilo,1,2004,38500.0,79310.0
2050,Palay,Aklan,1,2004,21547.0,72953.0
2051,Palay,Antique,1,2004,17012.0,49660.0
2052,Palay,Capiz,1,2004,33710.0,93089.0
2053,Palay,Guimaras,1,2004,4289.0,7602.0
2054,Palay,Iloilo,1,2004,87367.0,238616.0
2055,White Corn,Aklan,1,2004,12.0,11.0
2056,White Corn,Antique,1,2004,87.0,50.0
2057,White Corn,Capiz,1,2004,50.0,35.0
2058,White Corn,Guimaras,1,2004,50.0,25.0
2059,White Corn,Iloilo,1,2004,1450.0,1914.0
2060,Yellow Corn,Aklan,1,2004,63.0,57.0
2061,Yellow Corn,Antique,1,2004,137.0,123.0
2062,Yellow Corn,Capiz,1,2004,3158.0,4769.0
2063,Yellow Corn,Guimaras,1,2004,40.0,32.0
2064,Yellow Corn,Iloilo,1,2004,5140.0,16654.0
2065,Corn,Aklan,1,2004,75.0,68.0
2066,Corn,Antique,1,2004,224.0,173.0
2067,Corn,Capiz,1,2004,3208.0,4804.0
2068,Corn,Guimaras,1,2004,90.0,57.0
2069,Corn,Iloilo,1,2004,6590.0,18568.0
2070,Irrigated Palay,Aklan,2,2004,1425.0,6370.0
2071,Irrigated Palay,Antique,2,2004,5030.0,16700.0
2072,Irrigated Palay,Capiz,2,2004,6870.0,26243.0
2073,Irrigated Palay,Guimaras,2,2004,35.0,95.0
2074,Irrigated Palay,Iloilo,2,2004,8181.0,22825.0
2075,Rainfed Palay,Aklan,2,2004,1750.0,4498.0
2076,Rainfed Palay,Antique,2,2004,2581.0,6370.0
2077,Rainfed Palay,Capiz,2,2004,8534.0,19714.0
2078,Rainfed Palay,Guimaras,2,2004,2581.0,6370.0
2079,Rainfed Palay,Iloilo,2,2004,32.0,54.0
2080,Palay,Aklan,2,2004,3175.0,10868.0
2081,Palay,Antique,2,2004,5030.0,16700.0
2082,Palay,Capiz,2,2004,15404.0,45957.0
2083,Palay,Guimaras,2,2004,35.0,95.0
2084,Palay,Iloilo,2,2004,8213.0,22879.0
2085,White Corn,Aklan,2,2004,13.0,13.0
2086,White Corn,Antique,2,2004,245.0,196.0
2087,White Corn,Capiz,2,2004,65.0,52.0
2088,White Corn,Guimaras,2,2004,10.0,5.0
2089,White Corn,Iloilo,2,2004,1538.0,2322.0
2090,Yellow Corn,Aklan,2,2004,70.0,70.0
2091,Yellow Corn,Antique,2,2004,1250.0,2175.0
2092,Yellow Corn,Capiz,2,2004,1020.0,1989.0
2093,Yellow Corn,Guimaras,2,2004,15.0,13.0
2094,Yellow Corn,Iloilo,2,2004,1985.0,3335.0
2095,Corn,Aklan,2,2004,83.0,83.0
2096,Corn,Antique,2,2004,1495.0,2371.0
2097,Corn,Capiz,2,2004,1085.0,2041.0
2098,Corn,Guimaras,2,2004,25.0,18.0
2099,Corn,Iloilo,2,2004,3523.0,5657.0
2100,Irrigated Palay,Aklan,3,2004,8712.0,34587.0
2101,Irrigated Palay,Antique,3,2004,13137.0,52548.0
2102,Irrigated Palay,Capiz,3,2004,7612.0,27784.0
2103,Irrigated Palay,Guimaras,3,2004,1125.0,4331.0
2104,Irrigated Palay,Iloilo,3,2004,45194.0,199757.0
2105,Rainfed Palay,Aklan,3,2004,10128.0,22991.0
2106,Rainfed Palay,Antique,3,2004,13248.0,37094.0
2107,Rainfed Palay,Capiz,3,2004,25039.0,73865.0
2108,Rainfed Palay,Guimaras,3,2004,6841.0,18334.0
2109,Rainfed Palay,Iloilo,3,2004,39614.0,147760.0
2110,Palay,Aklan,3,2004,18840.0,57578.0
2111,Palay,Antique,3,2004,26385.0,89642.0
2112,Palay,Capiz,3,2004,32651.0,101649.0
2113,Palay,Guimaras,3,2004,7966.0,22665.0
2114,Palay,Iloilo,3,2004,84808.0,347517.0
2115,White Corn,Aklan,3,2004,8.0,6.0
2116,White Corn,Antique,3,2004,84.0,55.0
2117,White Corn,Capiz,3,2004,100.0,85.0
2118,White Corn,Guimaras,3,2004,490.0,613.0
2119,White Corn,Iloilo,3,2004,5569.0,8743.0
2120,Yellow Corn,Aklan,3,2004,26.0,20.0
2121,Yellow Corn,Antique,3,2004,105.0,131.0
2122,Yellow Corn,Capiz,3,2004,6300.0,12474.0
2123,Yellow Corn,Guimaras,3,2004,230.0,430.0
2124,Yellow Corn,Iloilo,3,2004,9041.0,32367.0
2125,Corn,Aklan,3,2004,34.0,26.0
2126,Corn,Antique,3,2004,189.0,186.0
2127,Corn,Capiz,3,2004,6400.0,12559.0
2128,Corn,Guimaras,3,2004,720.0,1043.0
2129,Corn,Iloilo,3,2004,14610.0,41110.0
2130,Irrigated Palay,Aklan,4,2004,2560.0,11520.0
2131,Irrigated Palay,Antique,4,2004,8200.0,28454.0
2132,Irrigated Palay,Capiz,4,2004,6688.0,23074.0
2133,Irrigated Palay,Guimaras,4,2004,1080.0,3542.0
2134,Irrigated Palay,Iloilo,4,2004,30814.0,99221.0
2135,Rainfed Palay,Aklan,4,2004,1419.0,3406.0
2136,Rainfed Palay,Antique,4,2004,12556.0,29632.0
2137,Rainfed Palay,Capiz,4,2004,15829.0,41947.0
2138,Rainfed Palay,Guimaras,4,2004,5980.0,12498.0
2139,Rainfed Palay,Iloilo,4,2004,43766.0,120794.0
2140,Palay,Aklan,4,2004,3979.0,14926.0
2141,Palay,Antique,4,2004,20756.0,58086.0
2142,Palay,Capiz,4,2004,22517.0,65021.0
2143,Palay,Guimaras,4,2004,7060.0,16040.0
2144,Palay,Iloilo,4,2004,74580.0,220015.0
2145,White Corn,Aklan,4,2004,6.0,3.0
2146,White Corn,Antique,4,2004,2581.0,6370.0
2147,White Corn,Capiz,4,2004,20.0,17.0
2148,White Corn,Guimaras,4,2004,20.0,20.0
2149,White Corn,Iloilo,4,2004,260.0,390.0
2150,Yellow Corn,Aklan,4,2004,13.0,9.0
2151,Yellow Corn,Antique,4,2004,180.0,684.0
2152,Yellow Corn,Capiz,4,2004,600.0,1080.0
2153,Yellow Corn,Guimaras,4,2004,50.0,75.0
2154,Yellow Corn,Iloilo,4,2004,574.0,1005.0
2155,Corn,Aklan,4,2004,19.0,12.0
2156,Corn,Antique,4,2004,180.0,684.0
2157,Corn,Capiz,4,2004,620.0,1097.0
2158,Corn,Guimaras,4,2004,70.0,95.0
2159,Corn,Iloilo,4,2004,834.0,1395.0
2160,Irrigated Palay,Aklan,1,2005,10088.0,40856.0
2161,Irrigated Palay,Antique,1,2005,10765.0,34448.0
2162,Irrigated Palay,Capiz,1,2005,6883.0,24848.0
2163,Irrigated Palay,Guimaras,1,2005,895.0,3106.0
2164,Irrigated Palay,Iloilo,1,2005,44971.0,143907.0
2165,Rainfed Palay,Aklan,1,2005,12948.0,32241.0
2166,Rainfed Palay,Antique,1,2005,3528.0,6880.0
2167,Rainfed Palay,Capiz,1,2005,29462.0,72182.0
2168,Rainfed Palay,Guimaras,1,2005,2690.0,5595.0
2169,Rainfed Palay,Iloilo,1,2005,30576.0,66044.0
2170,Palay,Aklan,1,2005,23036.0,73097.0
2171,Palay,Antique,1,2005,14293.0,41328.0
2172,Palay,Capiz,1,2005,36345.0,97030.0
2173,Palay,Guimaras,1,2005,3585.0,8701.0
2174,Palay,Iloilo,1,2005,75547.0,209951.0
2175,White Corn,Aklan,1,2005,18.0,15.0
2176,White Corn,Antique,1,2005,74.0,41.0
2177,White Corn,Capiz,1,2005,120.0,96.0
2178,White Corn,Guimaras,1,2005,70.0,75.0
2179,White Corn,Iloilo,1,2005,2840.0,4260.0
2180,Yellow Corn,Aklan,1,2005,99.0,97.0
2181,Yellow Corn,Antique,1,2005,289.0,867.0
2182,Yellow Corn,Capiz,1,2005,7740.0,17183.0
2183,Yellow Corn,Guimaras,1,2005,60.0,79.0
2184,Yellow Corn,Iloilo,1,2005,8365.0,29277.0
2185,Corn,Aklan,1,2005,117.0,112.0
2186,Corn,Antique,1,2005,363.0,908.0
2187,Corn,Capiz,1,2005,7860.0,17279.0
2188,Corn,Guimaras,1,2005,130.0,154.0
2189,Corn,Iloilo,1,2005,11205.0,33537.0
2190,Irrigated Palay,Aklan,2,2005,1126.0,4425.0
2191,Irrigated Palay,Antique,2,2005,5764.0,19828.0
2192,Irrigated Palay,Capiz,2,2005,6841.0,23944.0
2193,Irrigated Palay,Guimaras,2,2005,85.0,204.0
2194,Irrigated Palay,Iloilo,2,2005,8724.0,28964.0
2195,Rainfed Palay,Aklan,2,2005,554.0,1274.0
2196,Rainfed Palay,Antique,2,2005,2581.0,6370.0
2197,Rainfed Palay,Capiz,2,2005,8639.0,19006.0
2198,Rainfed Palay,Guimaras,2,2005,2581.0,6370.0
2199,Rainfed Palay,Iloilo,2,2005,35.0,43.0
2200,Palay,Aklan,2,2005,1680.0,5699.0
2201,Palay,Antique,2,2005,5764.0,19828.0
2202,Palay,Capiz,2,2005,15480.0,42950.0
2203,Palay,Guimaras,2,2005,85.0,204.0
2204,Palay,Iloilo,2,2005,8759.0,29007.0
2205,White Corn,Aklan,2,2005,26.0,21.0
2206,White Corn,Antique,2,2005,280.0,305.0
2207,White Corn,Capiz,2,2005,80.0,64.0
2208,White Corn,Guimaras,2,2005,20.0,20.0
2209,White Corn,Iloilo,2,2005,1577.0,2476.0
2210,Yellow Corn,Aklan,2,2005,102.0,102.0
2211,Yellow Corn,Antique,2,2005,1675.0,4992.0
2212,Yellow Corn,Capiz,2,2005,1440.0,2592.0
2213,Yellow Corn,Guimaras,2,2005,12.0,14.0
2214,Yellow Corn,Iloilo,2,2005,1760.0,4400.0
2215,Corn,Aklan,2,2005,128.0,123.0
2216,Corn,Antique,2,2005,1955.0,5297.0
2217,Corn,Capiz,2,2005,1520.0,2656.0
2218,Corn,Guimaras,2,2005,32.0,34.0
2219,Corn,Iloilo,2,2005,3337.0,6876.0
2220,Irrigated Palay,Aklan,3,2005,4188.0,16582.0
2221,Irrigated Palay,Antique,3,2005,14232.0,55789.0
2222,Irrigated Palay,Capiz,3,2005,7586.0,26172.0
2223,Irrigated Palay,Guimaras,3,2005,1400.0,5460.0
2224,Irrigated Palay,Iloilo,3,2005,30483.0,102423.0
2225,Rainfed Palay,Aklan,3,2005,6892.0,15791.0
2226,Rainfed Palay,Antique,3,2005,11604.0,31215.0
2227,Rainfed Palay,Capiz,3,2005,25509.0,74741.0
2228,Rainfed Palay,Guimaras,3,2005,7774.0,21068.0
2229,Rainfed Palay,Iloilo,3,2005,31440.0,75456.0
2230,Palay,Aklan,3,2005,11080.0,32373.0
2231,Palay,Antique,3,2005,25836.0,87004.0
2232,Palay,Capiz,3,2005,33095.0,100913.0
2233,Palay,Guimaras,3,2005,9174.0,26528.0
2234,Palay,Iloilo,3,2005,61923.0,177879.0
2235,White Corn,Aklan,3,2005,24.0,18.0
2236,White Corn,Antique,3,2005,100.0,99.0
2237,White Corn,Capiz,3,2005,120.0,100.0
2238,White Corn,Guimaras,3,2005,456.0,511.0
2239,White Corn,Iloilo,3,2005,6000.0,12000.0
2240,Yellow Corn,Aklan,3,2005,224.0,189.0
2241,Yellow Corn,Antique,3,2005,240.0,624.0
2242,Yellow Corn,Capiz,3,2005,10680.0,20292.0
2243,Yellow Corn,Guimaras,3,2005,200.0,260.0
2244,Yellow Corn,Iloilo,3,2005,9964.0,36568.0
2245,Corn,Aklan,3,2005,248.0,207.0
2246,Corn,Antique,3,2005,340.0,723.0
2247,Corn,Capiz,3,2005,10800.0,20392.0
2248,Corn,Guimaras,3,2005,656.0,771.0
2249,Corn,Iloilo,3,2005,15964.0,48568.0
2250,Irrigated Palay,Aklan,4,2005,5792.0,23369.0
2251,Irrigated Palay,Antique,4,2005,12254.0,45830.0
2252,Irrigated Palay,Capiz,4,2005,6876.0,24066.0
2253,Irrigated Palay,Guimaras,4,2005,660.0,2290.0
2254,Irrigated Palay,Iloilo,4,2005,39898.0,135653.0
2255,Rainfed Palay,Aklan,4,2005,6724.0,15894.0
2256,Rainfed Palay,Antique,4,2005,14979.0,38346.0
2257,Rainfed Palay,Capiz,4,2005,16698.0,44250.0
2258,Rainfed Palay,Guimaras,4,2005,4718.0,9153.0
2259,Rainfed Palay,Iloilo,4,2005,43959.0,117810.0
2260,Palay,Aklan,4,2005,12516.0,39263.0
2261,Palay,Antique,4,2005,27233.0,84176.0
2262,Palay,Capiz,4,2005,23574.0,68316.0
2263,Palay,Guimaras,4,2005,5378.0,11443.0
2264,Palay,Iloilo,4,2005,83857.0,253463.0
2265,White Corn,Aklan,4,2005,25.0,18.0
2266,White Corn,Antique,4,2005,2581.0,6370.0
2267,White Corn,Capiz,4,2005,30.0,24.0
2268,White Corn,Guimaras,4,2005,12.0,12.0
2269,White Corn,Iloilo,4,2005,286.0,400.0
2270,Yellow Corn,Aklan,4,2005,217.0,162.0
2271,Yellow Corn,Antique,4,2005,90.0,216.0
2272,Yellow Corn,Capiz,4,2005,1170.0,2808.0
2273,Yellow Corn,Guimaras,4,2005,40.0,48.0
2274,Yellow Corn,Iloilo,4,2005,300.0,462.0
2275,Corn,Aklan,4,2005,242.0,180.0
2276,Corn,Antique,4,2005,90.0,216.0
2277,Corn,Capiz,4,2005,1200.0,2832.0
2278,Corn,Guimaras,4,2005,52.0,60.0
2279,Corn,Iloilo,4,2005,586.0,862.0
2280,Irrigated Palay,Aklan,1,2006,9380.0,34273.0
2281,Irrigated Palay,Antique,1,2006,14996.0,50836.0
2282,Irrigated Palay,Capiz,1,2006,6961.0,25547.0
2283,Irrigated Palay,Guimaras,1,2006,940.0,3835.0
2284,Irrigated Palay,Iloilo,1,2006,48692.0,170422.0
2285,Rainfed Palay,Aklan,1,2006,9222.0,22133.0
2286,Rainfed Palay,Antique,1,2006,3976.0,8270.0
2287,Rainfed Palay,Capiz,1,2006,27921.0,71478.0
2288,Rainfed Palay,Guimaras,1,2006,2365.0,4919.0
2289,Rainfed Palay,Iloilo,1,2006,31588.0,85603.0
